Date,Open,High,Low,Close,Volume
2020-07-01,149.4196,156.4582,148.4233,153.2673,10305199
2020-07-02,152.8016,155.3688,152.0694,154.5273,22883064
2020-07-03,154.9510,158.9122,153.3711,156.9931,30176388
2020-07-06,157.2899,157.4694,152.0138,154.5872,31533294
2020-07-07,154.4493,158.7859,153.6481,155.2695,30381286
2020-07-08,154.8844,156.8685,154.2566,155.8923,12448636
2020-07-09,155.9330,158.1980,154.6208,155.9788,20932158
2020-07-10,155.6545,156.8276,149.1150,149.7911,38141512
2020-07-13,149.7826,150.5313,148.9424,149.2561,6282352
2020-07-14,149.4083,151.9659,148.8740,149.1464,11461582
2020-07-15,149.0851,152.0193,147.2118,150.1352,21569778
2020-07-16,150.0207,150.7221,147.2004,148.5749,16249271
2020-07-17,148.6161,152.4352,148.1939,151.6338,35643785
2020-07-20,151.6668,157.6219,151.4516,155.0279,10230887
2020-07-21,154.9568,155.1810,145.0953,146.9141,19803837
2020-07-22,147.6901,151.0197,140.5436,140.5535,48767995
2020-07-23,139.7834,140.8021,132.9895,133.1158,49795950
2020-07-24,132.8198,133.6394,130.4124,130.6344,22635542
2020-07-27,130.6650,134.9103,129.3839,134.2030,4639768
2020-07-28,134.7262,136.7261,134.5842,135.2735,31485312
2020-07-29,135.6393,138.2203,134.9193,137.8104,19918754
2020-07-30,137.5687,137.8593,134.2703,136.3962,36544157
2020-07-31,136.8531,140.7535,136.0696,138.5304,20022286
2020-08-03,138.5478,139.2694,137.4053,137.6268,26105435
2020-08-04,138.2667,139.5338,136.6059,137.6327,45336378
2020-08-05,137.6594,141.5332,132.8177,134.6633,7193608
2020-08-06,134.7354,135.1828,130.7781,131.1769,11407612
2020-08-07,130.8620,136.3033,130.2173,134.9142,13204137
2020-08-10,135.0040,141.0950,134.2079,137.0598,5517414
2020-08-11,137.3846,140.2762,135.1791,139.0463,26575009
2020-08-12,138.8738,144.1375,138.0474,142.5505,18516130
2020-08-13,142.6482,143.1678,142.0646,142.4340,4296258
2020-08-14,142.6369,144.2307,141.2583,142.0382,19021019
2020-08-17,142.2988,148.4476,141.4531,148.3792,48205587
2020-08-18,148.5278,149.1949,147.7799,147.8929,43007483
2020-08-19,147.8572,148.9885,147.8571,148.7015,33450997
2020-08-20,148.7474,149.4080,148.2130,148.5353,6663436
2020-08-21,148.9718,150.8681,145.1180,148.5598,35013667
2020-08-24,148.6829,150.6520,145.2019,145.7240,26212033
2020-08-25,145.8885,149.9990,144.8619,145.4414,6531361
2020-08-26,144.8464,149.8514,144.5444,146.3526,19029616
2020-08-27,146.7995,151.6534,146.4792,148.8936,17783689
2020-08-28,148.6834,152.1688,146.9661,152.0768,13279365
2020-08-31,151.4960,151.5295,147.6698,148.8222,11495275
2020-09-01,149.7550,150.4145,148.8764,150.1883,18186511
2020-09-02,150.1136,155.3879,148.2411,150.9959,41271023
2020-09-03,151.3105,156.5057,149.8583,153.6229,19744857
2020-09-04,153.5415,154.2451,146.2672,149.5381,31614040
2020-09-07,150.2579,150.6656,145.1563,147.4394,34234480
2020-09-08,147.8228,149.0968,145.3522,147.0894,32408291
2020-09-09,147.2412,147.3993,144.4535,145.7568,39183459
2020-09-10,144.6195,148.8238,144.0932,148.2292,27234187
2020-09-11,147.9188,148.9041,146.1541,146.6795,41368052
2020-09-14,147.3372,147.4025,144.6105,146.6673,2772575
2020-09-15,147.3813,151.4374,146.3871,147.5334,25520385
2020-09-16,147.5285,150.8501,145.4172,149.3411,11972217
2020-09-17,149.8181,151.2307,143.3340,144.5333,10646959
2020-09-18,144.5023,147.1936,143.7656,144.9269,25629869
2020-09-21,144.5856,148.3035,140.4452,146.1456,5849267
2020-09-22,145.5931,150.3917,145.2032,149.6355,12872302
2020-09-23,149.7513,151.4605,144.5311,148.8595,46681219
2020-09-24,149.5293,151.5205,148.4857,148.6821,2819608
2020-09-25,149.0513,149.6497,143.4993,147.2386,11696431
2020-09-28,146.9119,151.4027,146.4611,149.3920,34642589
2020-09-29,149.1515,155.9680,149.1475,152.3284,26392409
2020-09-30,151.9102,153.5657,149.5801,151.1359,34764092
2020-10-01,150.6755,154.4609,149.5087,151.4464,28515026
2020-10-02,151.8894,154.4845,151.1615,153.3807,33893634
2020-10-05,153.1345,160.4189,152.1939,159.2737,7916366
2020-10-06,159.1737,161.0320,157.1189,157.1463,6599750
